1,6000,FALSE,10000,8,FALSE,0.0825,6495,8-9-20-22,stmt 22 FTTF
2,3000.01,FALSE,10000,8,FALSE,0.0825,3247.51,8-11-12-22,-
3,2250,FALSE,10000,8,FALSE,0.0825,2435.63,8-11-14-15-22,-
4,1350.01,FALSE,10000,8,FALSE,0.0825,1461.39,8-11-14-17-18-22,-
5,1350,FALSE,10000,8,FALSE,0.0825,1461.38,8-11-14-17-20-22,-
6,5999.99,FALSE,10000,8,FALSE,0.0825,6494.99,-,-
7,3000,FALSE,10000,8,FALSE,0.0825,3247.5,-,-
8,2249.99,FALSE,10000,8,FALSE,0.0825,2435.61,-,-
9,1350,FALSE,10000,8,FALSE,0.0825,1461.38,-,-
10,0,FALSE,10000,8,FALSE,0.0825,0,-,ER roomTotal
11,20000,FALSE,10000,8,FALSE,0.0825,21650,-,ER roomTotal
12,6000,FALSE,0,8,FALSE,0.0825,6495,-,ER memberPoints
13,6000,FALSE,50000,8,FALSE,0.0825,6495,-,ER memberPoints
14,6000,FALSE,10000,1,FALSE,0.0825,6495,-,ER days
15,6000,FALSE,10000,30,FALSE,0.0825,6495,-,ER days
16,6000,FALSE,9999,8,TRUE,0.0825,6495,-,stmt 22 FFTT
17,6000,FALSE,10000,8,TRUE,0.0825,5196,-,stmt 22 FTTT
18,6000,FALSE,10000,7,TRUE,0.0825,6495,-,stmt 22 FTFT
19,6000,TRUE,9999,8,TRUE,0.0825,5196,-,stmt 22 TFTT
